User,Adresse,Smartscore,Win Rate,Markets,Realized PnL,Latest Activity,Latest Market,Latest Value,Positions Count,Orders Count,Analysis Date
https://hashdive.com/Analyze_User?user_address=0x4ffe49ba2a4cae123536a8af4fda48faeb609f71,0x4ffe49ba2a4cae123536a8af4fda48faeb609f71,8.692128386330037,0.5569581749049429,19725,38581.31261306267,,,$0.00,100,0,2025-10-15T12:55:13.841093+00:00
https://hashdive.com/Analyze_User?user_address=0xb786b8b6335e77dfad19928313e97753039cb18d,0xb786b8b6335e77dfad19928313e97753039cb18d,9.337729661008163,0.5849633818485214,10787,2403228.7342905244,,,$0.00,10,0,2025-10-15T12:55:14.024328+00:00
https://hashdive.com/Analyze_User?user_address=0x212954857f5efc138748c33d032a93bf95974222,0x212954857f5efc138748c33d032a93bf95974222,5.6293171782573665,0.5639833618791289,8174,642216.1884754718,,,$0.00,100,0,2025-10-15T12:55:14.236982+00:00
https://hashdive.com/Analyze_User?user_address=0x6ffb4354cbe6e0f9989e3b55564ec5fb8646a834,0x6ffb4354cbe6e0f9989e3b55564ec5fb8646a834,1.8517947811214108,0.892301952493471,8041,261256.19324609343,,,$0.00,22,0,2025-10-15T12:55:14.422865+00:00
https://hashdive.com/Analyze_User?user_address=0xee00ba338c59557141789b127927a55f5cc5cea1,0xee00ba338c59557141789b127927a55f5cc5cea1,1.7198486823914716,0.6438735675607606,7941,1526750.7091564268,,,$0.00,100,0,2025-10-15T12:55:14.630125+00:00
https://hashdive.com/Analyze_User?user_address=0x3f4f9145904c7b3261c3bbe05fcea64d9d91b4b3,0x3f4f9145904c7b3261c3bbe05fcea64d9d91b4b3,10.864221137363641,0.6279418378054265,6671,15954.634518297273,,,$0.00,100,0,2025-10-15T12:55:14.836826+00:00
https://hashdive.com/Analyze_User?user_address=0x22271273b28d0d198a8e5ff9e7f9f75d0c24b572,0x22271273b28d0d198a8e5ff9e7f9f75d0c24b572,3.2690630546116815,0.6052110315404541,6563,178809.11260538132,,,$0.00,54,0,2025-10-15T12:55:15.032934+00:00
https://hashdive.com/Analyze_User?user_address=0xdfaacceff09ac2c037393eee387e81ea024679a7,0xdfaacceff09ac2c037393eee387e81ea024679a7,8.144645177219717,0.6237096237096237,6006,11775.664183238334,,,$0.00,100,0,2025-10-15T12:55:15.226914+00:00
https://hashdive.com/Analyze_User?user_address=0x9dd9e18b9dcc393705e73966bc79eccbbd9108bd,0x9dd9e18b9dcc393705e73966bc79eccbbd9108bd,1.348246374557198,0.5609137055837563,5516,19245.574409528057,,,$0.00,100,0,2025-10-15T12:55:15.448398+00:00
https://hashdive.com/Analyze_User?user_address=0x22dbd51e1a4e10fff072fa24300238c64033190f,0x22dbd51e1a4e10fff072fa24300238c64033190f,6.502980913657781,0.6521129581413979,4993,38378.87026866887,,,$0.00,78,0,2025-10-15T12:55:15.700327+00:00
https://hashdive.com/Analyze_User?user_address=0x27653cd5aab78f00563f50a03c12504a9b877ee4,0x27653cd5aab78f00563f50a03c12504a9b877ee4,3.318942484667739,0.6462418300653595,4896,94058.36414143424,,,$0.00,6,0,2025-10-15T12:55:15.879766+00:00
https://hashdive.com/Analyze_User?user_address=0xf898dc38744d9e173bcaadef0647ceb42ad8e720,0xf898dc38744d9e173bcaadef0647ceb42ad8e720,10.195627828257184,0.5761784511784511,4752,53803.90043207322,,,$0.00,10,0,2025-10-15T12:55:16.076527+00:00
https://hashdive.com/Analyze_User?user_address=0x098eddabb2d388f31e79aaf525e49588f22a6fa2,0x098eddabb2d388f31e79aaf525e49588f22a6fa2,14.681024401798833,0.5591019150341184,4543,38310.32369984148,,,$0.00,100,0,2025-10-15T12:55:16.296805+00:00
https://hashdive.com/Analyze_User?user_address=0x97e12cc7391a50e49042b44a2d4a0cef54c8017b,0x97e12cc7391a50e49042b44a2d4a0cef54c8017b,1.5740705893761542,0.6377812430385387,4489,61429.85484175578,,,$0.00,100,0,2025-10-15T12:55:16.507979+00:00
https://hashdive.com/Analyze_User?user_address=0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,1.8703843322389408,0.6532258064516129,4464,592892.1771176467,,,$0.00,100,0,2025-10-15T12:55:16.712604+00:00
https://hashdive.com/Analyze_User?user_address=0xa9d32192852b1c7ae53e9051935dbd28f7c59d4b,0xa9d32192852b1c7ae53e9051935dbd28f7c59d4b,1.8308852784005947,0.5555300596603947,4358,26084.564833240835,,,$0.00,100,0,2025-10-15T12:55:17.118564+00:00
https://hashdive.com/Analyze_User?user_address=0xb10047d6a254b2ebb306d7a7d13bf59171ab6461,0xb10047d6a254b2ebb306d7a7d13bf59171ab6461,2.807330996908288,0.6960942916570372,4327,161477.72450618318,,,$0.00,70,0,2025-10-15T12:55:17.315363+00:00
https://hashdive.com/Analyze_User?user_address=0xecbeba24a9e7d8fc3091db367f2578e911ac42ff,0xecbeba24a9e7d8fc3091db367f2578e911ac42ff,1.1493287728561306,0.5579913331633953,3923,81244.86370851954,,,$0.00,8,0,2025-10-15T12:55:17.508884+00:00
https://hashdive.com/Analyze_User?user_address=0xfeb581080aee6dc26c264a647b30a9cd44d5a393,0xfeb581080aee6dc26c264a647b30a9cd44d5a393,7.12665016250733,0.562069844506755,3923,413011.3354747912,,,$0.00,29,0,2025-10-15T12:55:17.691532+00:00
https://hashdive.com/Analyze_User?user_address=0x5487559b207c980f660774d06cd5ca144377a014,0x5487559b207c980f660774d06cd5ca144377a014,3.96820364341649,0.5972258571054698,3821,63752.97048959059,,,$0.00,9,0,2025-10-15T12:55:17.878125+00:00
https://hashdive.com/Analyze_User?user_address=0xfcb034faade540c47ad37e582f6e0c762feac865,0xfcb034faade540c47ad37e582f6e0c762feac865,1.9093703413744776,0.5879223197658952,3759,113482.85909855193,,,$0.00,77,0,2025-10-15T12:55:18.071781+00:00
https://hashdive.com/Analyze_User?user_address=0x2adf85be1f25a77ca407cf031bd00d735c05d89c,0x2adf85be1f25a77ca407cf031bd00d735c05d89c,2.6601083425476073,0.5673103073157465,3677,556798.590661388,,,$0.00,100,0,2025-10-15T12:55:18.562429+00:00
https://hashdive.com/Analyze_User?user_address=0xf98b622967de1bfc84585ea7abdf1f9199a3bfc5,0xf98b622967de1bfc84585ea7abdf1f9199a3bfc5,1.5109892017708304,0.5686167304537999,3658,144473.85303306195,,,$0.00,100,0,2025-10-15T12:55:18.800118+00:00
https://hashdive.com/Analyze_User?user_address=0x2c430b6d2ce7f9f9f968b306b06e18df8fd9b289,0x2c430b6d2ce7f9f9f968b306b06e18df8fd9b289,14.812792549155995,0.5956964892412231,3532,14661.435317092775,,,$0.00,100,0,2025-10-15T12:55:19.135505+00:00
https://hashdive.com/Analyze_User?user_address=0xde5314ddd05574a22cdaeef4e9ab2c02ce90e5be,0xde5314ddd05574a22cdaeef4e9ab2c02ce90e5be,1.3656645509517125,0.5813886488043791,3471,8946.07455777449,,,$0.00,4,0,2025-10-15T12:55:19.319059+00:00
https://hashdive.com/Analyze_User?user_address=0x5454b6cb0218303c13af41e8aef84e6bfe8b6318,0x5454b6cb0218303c13af41e8aef84e6bfe8b6318,1.9741617333327,0.8010817307692307,3328,15501.535084902382,,,$0.00,8,0,2025-10-15T12:55:19.538313+00:00
https://hashdive.com/Analyze_User?user_address=0xbde579ead903b9cf5c3fc4be5a0c515464769c38,0xbde579ead903b9cf5c3fc4be5a0c515464769c38,2.029734704565282,0.591378263509411,3294,61961.32274448595,,,$0.00,49,0,2025-10-15T12:55:19.750656+00:00
https://hashdive.com/Analyze_User?user_address=0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,1.2228257603773836,0.785890326555761,3246,233675.19029954317,,,$0.00,9,0,2025-10-15T12:55:19.925590+00:00
https://hashdive.com/Analyze_User?user_address=0x4aefed77846f1b884bcbfb9e63acb351c2be9337,0x4aefed77846f1b884bcbfb9e63acb351c2be9337,1.2603198265489097,0.6653175591531756,3212,67677.27134983768,,,$0.00,100,0,2025-10-15T12:55:20.228274+00:00
https://hashdive.com/Analyze_User?user_address=0xa2f1fecf1cc7db65a46588f764b6691533052d22,0xa2f1fecf1cc7db65a46588f764b6691533052d22,2.8660056590481537,0.5778065351019087,3091,527773.8662214294,,,$0.00,100,0,2025-10-15T12:55:20.430553+00:00
https://hashdive.com/Analyze_User?user_address=0x6916cc00aa1c3e75ecf4081df7cae7d2f3592fd4,0x6916cc00aa1c3e75ecf4081df7cae7d2f3592fd4,1.247358323718963,0.6089441829186281,2974,120579.75246014031,,,$0.00,71,0,2025-10-15T12:55:20.618909+00:00
https://hashdive.com/Analyze_User?user_address=0xd04d631183d7568356f598a3c77181ec4ab6d0e5,0xd04d631183d7568356f598a3c77181ec4ab6d0e5,2.0505785865948885,0.5858310626702997,2936,42824.80989351908,,,$0.00,5,0,2025-10-15T12:55:20.800801+00:00
https://hashdive.com/Analyze_User?user_address=0xf6415fa0aa9cb944c1c4afb9bc53ca82dd797b6f,0xf6415fa0aa9cb944c1c4afb9bc53ca82dd797b6f,4.269940138691222,0.8054722638680659,2668,57386.75561242354,,,$0.00,12,0,2025-10-15T12:55:20.984032+00:00
https://hashdive.com/Analyze_User?user_address=0x75acf1aa88a3f5c613f2214486b91fa9fc1f33d7,0x75acf1aa88a3f5c613f2214486b91fa9fc1f33d7,5.169295976007435,0.6994152046783626,2565,50235.37445294703,,,$0.00,41,0,2025-10-15T12:55:21.205434+00:00
https://hashdive.com/Analyze_User?user_address=0xe6c9eee27de792a9fdcdd322822452625d0f975e,0xe6c9eee27de792a9fdcdd322822452625d0f975e,3.303282642510702,0.6647173489278753,2565,31117.03927982368,,,$0.00,64,0,2025-10-15T12:55:21.494526+00:00
https://hashdive.com/Analyze_User?user_address=0x113be982878fc16d7b00828ca646ca93f80411c4,0x113be982878fc16d7b00828ca646ca93f80411c4,2.6482079524311413,0.605232331120656,2561,13825.38052972297,,,$0.00,0,0,2025-10-15T12:55:21.661427+00:00
https://hashdive.com/Analyze_User?user_address=0xf699a6477fa8e385987f8ae6a3657b2e106107e1,0xf699a6477fa8e385987f8ae6a3657b2e106107e1,10.458838759495794,0.8223189552829442,2527,219245.23800998816,,,$0.00,5,0,2025-10-15T12:55:21.834796+00:00
https://hashdive.com/Analyze_User?user_address=0x430ed984671d00ba19f97524083f655bc70ded6d,0x430ed984671d00ba19f97524083f655bc70ded6d,1.8237445351795882,0.7735470941883767,2495,13981.382877936097,,,$0.00,94,0,2025-10-15T12:55:22.029654+00:00
https://hashdive.com/Analyze_User?user_address=0x74471b41d42905a5ca6ab276a3227baf8a1ceb22,0x74471b41d42905a5ca6ab276a3227baf8a1ceb22,4.177279306516526,0.7730036481556546,2467,33679.969499882594,,,$0.00,2,0,2025-10-15T12:55:22.215659+00:00
https://hashdive.com/Analyze_User?user_address=0xea64572947a01f9938fd5474dc3b7d219352f2a2,0xea64572947a01f9938fd5474dc3b7d219352f2a2,1.5572040695224065,0.5623730190979277,2461,926805.5733715801,,,$0.00,32,0,2025-10-15T12:55:22.439988+00:00
https://hashdive.com/Analyze_User?user_address=0x6828e04b468e17d92fa1e5d60d59290278a81056,0x6828e04b468e17d92fa1e5d60d59290278a81056,1.33465062873251,0.660377358490566,2438,41770.04963929411,,,$0.00,100,0,2025-10-15T12:55:22.651782+00:00
https://hashdive.com/Analyze_User?user_address=0x134a63b764ac7b008356e8db1857db94e6b09e42,0x134a63b764ac7b008356e8db1857db94e6b09e42,1.6510561976191342,0.6688991209711176,2389,53254.74429772541,,,$0.00,34,0,2025-10-15T12:55:22.870106+00:00
https://hashdive.com/Analyze_User?user_address=0x2d27e4d20f3b8a2ee3bc861d9b83752f338676d8,0x2d27e4d20f3b8a2ee3bc861d9b83752f338676d8,2.4308765540359096,0.6512020244622522,2371,108917.33489577082,,,$0.00,73,0,2025-10-15T12:55:23.078284+00:00
https://hashdive.com/Analyze_User?user_address=0xebf79787ab928c803cbef6fa8e0abe42b9e1da78,0xebf79787ab928c803cbef6fa8e0abe42b9e1da78,3.6792227911098885,0.581858407079646,2260,938164.3160301157,,,$0.00,24,0,2025-10-15T12:55:23.314883+00:00
https://hashdive.com/Analyze_User?user_address=0xe0a2f29b1fadb2259111bbeca392d3805ec4a349,0xe0a2f29b1fadb2259111bbeca392d3805ec4a349,1.8631377136029694,0.5914121292607348,2259,7742.699806297379,,,$0.00,35,0,2025-10-15T12:55:23.571983+00:00
https://hashdive.com/Analyze_User?user_address=0x3b7b03427034fe97f88e22053595500c7105f74e,0x3b7b03427034fe97f88e22053595500c7105f74e,2.969485171530772,0.8519677996422182,2236,7695.804383546055,,,$0.00,77,0,2025-10-15T12:55:23.828024+00:00
https://hashdive.com/Analyze_User?user_address=0x9055a9e36aa73274e3a92dc2dbb081bb4d9e756a,0x9055a9e36aa73274e3a92dc2dbb081bb4d9e756a,1.4421655776710396,0.857335127860027,2229,35032.916405114556,,,$0.00,3,0,2025-10-15T12:55:24.011937+00:00
https://hashdive.com/Analyze_User?user_address=0xa9f9c0ca31912bee7ecd8aa25bfad07adcd6b3de,0xa9f9c0ca31912bee7ecd8aa25bfad07adcd6b3de,6.359496118660488,0.5592830882352942,2176,39557.887470572925,,,$0.00,41,0,2025-10-15T12:55:24.250709+00:00
https://hashdive.com/Analyze_User?user_address=0x2ff0e36eb9632a47c3eb75224bba1f141a6346e3,0x2ff0e36eb9632a47c3eb75224bba1f141a6346e3,4.131586848757484,0.5745269958467928,2167,568684.3358727038,,,$0.00,0,0,2025-10-15T12:55:24.422543+00:00
https://hashdive.com/Analyze_User?user_address=0x9066aa36696ef7ad9efbf35ea2b2b5535197c20a,0x9066aa36696ef7ad9efbf35ea2b2b5535197c20a,2.6487814787826727,0.5649929610511497,2131,296502.4262172006,,,$0.00,100,0,2025-10-15T12:55:24.664513+00:00
